اسم المصنع / المنشأة,الاسم بالإنجليزية,القطاع الصناعي,المنطقة الفرعية / المجمع الصناعي,حالة المطابقة مع CRM,الاسم المطابق في السيستم,رقم التليفون,الموقع الإلكتروني,العنوان التفصيلي,رابط Google Maps المباشر,خط العرض (Latitude),خط الطول (Longitude),التصنيف التقني Overture,المعرف الفرعي (Overture ID)
الاتحاد المصرى لصناعة الكرفانات والحاويات والمطاعم الجاهزة,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الشمالي وطريق إسكندرية),مصنع جديد تماماً (حصري),—,+201152180192,https://alethadcaravan.com/,ابورواش - محور 26 يوليو ,"https://www.google.com/maps?q=30.061619,31.089748",30.061619,31.089748,construction_services,d45f314b-dd21-4ef0-8263-8fe2ef7dbbbe
شركة رخامكو لتوريد وتركيب الرخام والواجهات الحجرية,,مواد بناء ورخام وسيراميك وخرسانة جاهزة,المنطقة الصناعية بأبو رواش (القطاع الشمالي وطريق إسكندرية),مصنع جديد تماماً (حصري),—,+201152324155,http://rokham.wixsite.com/rokhamko,محور 26 يوليو - أبورواش,"https://www.google.com/maps?q=30.061771,31.089739",30.061771,31.089739,professional_services,a560c169-6ce9-4357-904a-9cd999bcb109
الشركة الألمانية كايرو لمكافحة الحشرات,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الشمالي وطريق إسكندرية),مصنع جديد تماماً (حصري),—,+201028269054,—,المعادي شارع 9,"https://www.google.com/maps?q=30.061203,31.093576",30.061203,31.093576,pest_control_service,f419c7e0-ed9b-4f42-b628-38f5799a026b
شركة طيبة للكرفانات - صناعة الكرفانات والحاويات باقل التكاليف,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الشمالي وطريق إسكندرية),مصنع جديد تماماً (حصري),—,+201022644357,https://tiba-eg.business.site/,ابورواش طريق المنصورية خلف مصنع مونجينى للمنتجات الغذائية,"https://www.google.com/maps?q=30.055462,31.089073",30.055462,31.089073,construction_services,bf4c5fe8-adc3-40de-a099-3e436cae22c9
الشركة الوطنية للكرفانات والحاويات - Elwatania,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الشمالي وطريق إسكندرية),مصنع جديد تماماً (حصري),—,+201090504092,https://elwatania-caravan.com/,Giza,"https://www.google.com/maps?q=30.075451,31.100014",30.075451,31.100014,construction_services,0446ee3e-7a86-4981-8c01-27b08868fdce
مصنع  زمرده,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الشمالي وطريق إسكندرية),مصنع جديد تماماً (حصري),—,+201009375833,—,كرداسه طريق ناهيا ابو رواش علي كوبري المجادله بجوار مسجد الفتح,"https://www.google.com/maps?q=30.057909,31.115929",30.057909,31.115929,,fdaee462-48f9-40f3-bcbb-394ce2ef0eb3
Stone land for Marble and Granite,,مواد بناء ورخام وسيراميك وخرسانة جاهزة,المنطقة الصناعية بأبو رواش (القطاع الشمالي وطريق إسكندرية),مصنع جديد تماماً (حصري),—,+201111200175,http://www.Stonelandeg.com/,"Address: ، 98 Al, Zahraa Al Maadi, Maadi, Cairo Governorate 11728","https://www.google.com/maps?q=30.058399,31.113297",30.058399,31.113297,industrial_company,83cf43fc-9d81-4cf0-9d9e-5fd6d059f245
مصنع نيو تريند لعبايات الاستقبال,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201112139690,https://www.tiktok.com/@abaity.trend?_r=1&_t=ZS-929zjVva66u,الشارع السياحي,"https://www.google.com/maps?q=30.041819,31.113026",30.041819,31.113026,,bec22459-3d27-4de9-ab7e-83c9ba0484fe
Jebal wood,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201001217351,http://www.jebal.net/,كرداسة,"https://www.google.com/maps?q=30.047314,31.118404",30.047314,31.118404,business_manufacturing_and_supply,5f55f0d0-d770-40db-90c2-11971effc32a
مكتب ومصنع الماسة للعبايات أكبر مكتب جملة في مصر,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201000878860,—,‎الجيزة كرداسة الشارع السياحي الرئيسي أول مكتب فالشارع السياحي,"https://www.google.com/maps?q=30.036411,31.119232",30.036411,31.119232,shopping,0cab8f2a-2e2c-46be-8c4c-5c49dcbb510d
مصنع العبد للعبايات ,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201125705878,—,كرداسه شارع السياحه,"https://www.google.com/maps?q=30.035999,31.118469",30.035999,31.118469,,72a337b1-9e53-4f60-a46b-84b151b80e8b
مصنع مصطفى خليل,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201021435373,http://t.me/mustafalkhalil,كرداسة,"https://www.google.com/maps?q=30.035999,31.118469",30.035999,31.118469,,b8a00a12-1d1d-4979-b58c-58193973fd07
Ready Car Service,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201012291241,http://www.readycarservice.com/,"شارع مسجد, Salama Al Shaer","https://www.google.com/maps?q=30.030502,31.118637",30.030502,31.118637,automotive_repair,d3e0d9f2-e868-454c-80e3-03a142e9eaf3
جاجوار لكماليات السيارات وافلام الحماية والعزل الحراري,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201066213484,—,طريق اللبيني بجوار مسجد الشاعر ب فيلا عبد رشوان ,"https://www.google.com/maps?q=30.030231,31.118711",30.030231,31.118711,auto_customization,b70867ca-7659-48ae-890a-4fc07518cc20
Kayan for Cars,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201013978001,—,"Streat, 10 elbank, محور اللبيني","https://www.google.com/maps?q=30.033348,31.117695",30.033348,31.117695,car_dealer,2155ebde-9b59-45fc-9aa8-6dc138e2afa0
مصنع الحمزة فاشون للعبايات,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201032002178,https://www.youtube.com/@user-ALHAMZA2022, #كرداسة #الشارع السياحي ,"https://www.google.com/maps?q=30.033754,31.115189",30.033754,31.115189,,d5faec04-0ecb-4f7a-9b1d-06a066772449
كريستال تكس,,غزل ونسيج وملابس جاهزة,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201203062551,—,، طريق مصرف اللبيني,"https://www.google.com/maps?q=30.034073,31.117233",30.034073,31.117233,wholesale_store,d3fd69ff-db40-4042-924d-dcb5fcc764f1
الابداع لصناعة الكرفانات والحاويات,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201020076620,https://allebda3.wixsite.com/home,ابورواش-الطريق الابيض-الجيزة ,"https://www.google.com/maps?q=30.035572,31.112438",30.035572,31.112438,construction_services,e591f63c-d35f-4e55-90b6-77257d72a651
"United Textile Trading & Supply Co,",,غزل ونسيج وملابس جاهزة,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+20237982448,http://united-tex.net/,kerdasa,"https://www.google.com/maps?q=30.035599,31.111734",30.035599,31.111734,b2b_textiles,125a7e46-70b1-4c65-95e8-6d8d91792468
همام تكس لتجارة المنسوجات,,غزل ونسيج وملابس جاهزة,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201030003360,—,"بجوار مول خان, نزلة طريق مصرف بني مجدول","https://www.google.com/maps?q=30.03694,31.11426",30.03694,31.11426,fabric_store,31e45f33-f9d3-4729-a3a6-bfa89dd50f34
AZAB STORE,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201141334668,—,نزله,"https://www.google.com/maps?q=30.036283,31.114901",30.036283,31.114901,automotive_repair,bac648fc-0bf6-4612-9fee-e45646305e14
لين ستايل - Leen Style,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201012571687,https://t.me/eldawlifashion/1605?single,كرداسه الشارع السياحي \n,"https://www.google.com/maps?q=30.035332,31.108389",30.035332,31.108389,marketing_agency,59ac1071-9629-45db-bd73-e51478163a17
المتحدة للكرفانات,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201003010064,https://mutaheda.wixsite.com/almutaheda,مصنع المتحدة للكرفنانات طريق الابيض ابورواش بعد البنزينة ,"https://www.google.com/maps?q=30.035234,31.100912",30.035234,31.100912,industrial_company,81d1f4c5-1184-493d-9a4b-f45675352132
نيو فيجن للكرفانات والحاويات,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201030730150,https://maps.app.goo.gl/vchrdyy61125TaccA,أبورواش طريق المنصورية محور ٢٦ يوليو,"https://www.google.com/maps?q=30.040379,31.096691",30.040379,31.096691,construction_services,ae9dc3c8-9057-4d04-863e-981c3e5adac8
الوليد لصناعة وتوريد الكرفانات والحاويات,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201019182293,https://alwalied.wixsite.com/home,ابورواش طريق المنصورية,"https://www.google.com/maps?q=30.040379,31.096691",30.040379,31.096691,construction_services,fd71cf0a-6220-4a24-b987-6501be5fbbfd
Ezbet El Basha - عزبه الباشا ,,صناعات غذائية ومشروبات ومطاحن,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201094466887,—,"Mansoria, Abo Rawash , Giza ","https://www.google.com/maps?q=30.040379,31.096691",30.040379,31.096691,farm,67fd4ab9-8cef-43ae-923a-8358fef92d14
شركة ابوطالب اوتو,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201003499439,https://www.facebook.com/share/g/1PcXssDtHM/,الإدارة كرداسة طريق المنصورية عمارة ابوطالب بجوار بنزينة التعاون \n,"https://www.google.com/maps?q=30.040401,31.096691",30.040401,31.096691,motorcycle_dealer,acfd782c-b096-4463-a12b-c75847b73884
Tut Masr - Live Reptiles Exporter,,صناعات سيارات وشاحنات ومركبات تجارية,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,01119566552,https://tutmasr.com/,"Abu Rawash, Kirdasah , Giza , Egypt 12676","https://www.google.com/maps?q=30.044413,31.09577",30.044413,31.09577,exporters,7de97e00-d73d-4a9e-afb0-cca03875825d
شركة نظافة النجيب ايكون شاين,,تصنيع وإنتاج هندسي عام ومعدات,المنطقة الصناعية بأبو رواش (القطاع الجنوبي والقرية الذكية),مصنع جديد تماماً (حصري),—,+201009090859,https://www.alnageeb-clean.com/,كرداسة,"https://www.google.com/maps?q=30.044504,31.095778",30.044504,31.095778,home_cleaning,d1a9b0e9-379c-4221-a835-bf6b12337b29
